text	label
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn	positive
Our tools are specifically designed with the needs of both the business users and ICT experts in mind	neutral
Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market	neutral
Subscription sales decreased slightly	negative
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS )	negative
Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections	positive
INTERNET BUSINESS NEWS - - 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers	neutral
FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily	neutral
Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn	positive
A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park	neutral
Tekla 's defense business employs over 20 persons and is located in Espoo , Finland	neutral
rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila	neutral
Nordic Walking was first used as a summer training method by cross-country skiers	neutral
Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told	negative
The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France	neutral
When the negotiations were started , Neste Oil anticipated that 450 people would be affected	neutral
Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur	negative
We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe	neutral
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost	positive
More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide	positive
Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn	negative
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France	negative
For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland	neutral
Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml	neutral
According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+meri , the Northernmost part of the Gulf of Bothnia	negative
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009	positive
The agreement must be approved by the Russian competition authorities before it enters into force	neutral
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki	neutral
After 1 April 2007 Cencorp will not have any own employees in the territory	neutral
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011	positive
` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added	neutral
Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding	neutral
Last year , Lemminkainen completed the Kouvola K-supermarket contract	positive
Under the terms of this agreement Lextel Group has committed to an opening order of EUR3 .75 m for Benefon mobile units to be co-branded with Capitel for the China market	neutral
Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said	positive
Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007	neutral
Metso estimates the need for personnel reductions to amount to 25 people	negative
In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m	neutral
The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry	neutral
`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia	positive
We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th	neutral
Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur	positive
Passenger volumes rose by 8.4 % in the accounting period	positive
Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm	positive
YIT Construction and the town of Riihim+ki have signed a lease contract whereby the town will occupy the Travel Centre office facilities	positive
Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007	positive
Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore	neutral
Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009	negative
from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai	neutral
Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina	neutral
In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009	negative
The electricity requirement of networks will grow with the new mobile generation	neutral
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries	positive
Its 168 asset management experts manage assets worth over EUR 35 billion	neutral
According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks	neutral
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc.	neutral
The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland	neutral
Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said	negative
In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees	neutral
The company has an annual turnover of EUR32 .8 m	neutral
`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said	neutral
There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM	positive
Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals	neutral
The wireless industry is bracing itself for the iPhone , which will launch on June 29	neutral
The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 )	neutral
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009	neutral
The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today	neutral
In parallel , TeliaSonera has decided to conduct a compulsory acquisition	neutral
In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn	positive
The second-quarter net sales are expected to be on par with the first quarter of 2009	neutral
Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006	positive
Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum	neutral
Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications	neutral
ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A	neutral
Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342	neutral
In 2005 the bank posted a net profit of Lt 8.2 mn	neutral
A PLUMBING business has announced it is sponsoring a professional darts player	neutral
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997	neutral
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007	positive
This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe	neutral
The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation	positive
A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell ''	neutral
Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor	neutral
` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News	positive
Net loss in the same period in 2009 was euro18 .6 million	neutral
Halonen 's office acknowledged receiving the letter but declined comment	neutral
Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911	neutral
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands	neutral
The report will be emailed within 2 business days of an order	neutral
The contract includes heating plant equipment and associated installation work	neutral
The report contains category level company and brand share as well as distribution share information for 2007 and 2008	neutral
According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser	neutral
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs	negative
Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion	positive
The contract covers installation , training and start-up services	neutral
The mill has long traditions and holds an established position in the markets	positive
Cuts equivalent to the costs of about 35-45 employees are the target , the company said	negative
During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day	negative
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006	neutral
The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest	neutral
In the Baltic countries , sales fell by 42.6 %	negative
The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors	neutral
`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development	positive
According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland	positive
The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added	neutral
In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000	positive
According to Bosse , the present cooperation is beneficial to all parties , however	positive
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008	positive
Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006	positive
In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service	negative
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights	neutral
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate	negative
New product launches in Finland will more than double from 2005	positive
The original name Componenta +m+l , as a subsidiary of the Finnish Componenta Group , has been changed to +m+l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009	positive
This new partnership agreement represents a significant milestone for both parties	positive
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc )	neutral
The value of the firm 's forestry holdings increased by SEK 3.6 bn	positive
A paper mill in the central Maine town of Madison soon will have a new owner	neutral
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005	negative
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn	positive
Upon completion of these transactions , Metso 's stake will amount to more than 60 %	neutral
The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members	positive
production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business	neutral
On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines	neutral
The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing	neutral
Scanfil has also issued a profit warning	negative
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US	positive
CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies	neutral
At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear	neutral
Patrizia adds the acquisition to a portfolio already worth EUR3bn	neutral
Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola	neutral
As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd.	neutral
Finnish Bank of +land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006	negative
Net sales surged by 30 % to EUR 36 million	positive
Previously , it projected the figure to be slightly lower than in 2009	neutral
M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+liitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million	neutral
HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur	positive
F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities	neutral
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services	neutral
`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division	neutral
The move was triggered by weak demand for forestry equipment and the uncertain market situation	negative
Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros	neutral
The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing	neutral
- Tikkurila inspires you to color your life	neutral
The insurance division turned a EUR120m profit	neutral
Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February	neutral
External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices	negative
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands	neutral
In addition a reduction of nine persons will be made through pension or other arrangements , the company added	neutral
The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008	neutral
Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS )	neutral
The order was worth EUR 8mn	neutral
Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target	positive
The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said	positive
M. and a Master of Business Administration MBA	neutral
This lays a foundation for sustainable business development for the long term	neutral
The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most	negative
VNH generates annual net sales of about 5 mln eur and employs 21 people	neutral
comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004	positive
They are responsible for their own operations , customer relationships , and the development of these	neutral
Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29 , 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest 's corporate structure	neutral
The total capacity of the factory will be approximately 100 engines a year	neutral
In the Baltic countries , Atria 's target is organic growth	neutral
According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009	negative
The authorization is in force for a period of 18 months from the resolution by the General Meeting	neutral
The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying	neutral
The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL	positive
Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously	positive
Net profit in the period in 2009 was ( EURO ) 29 million	neutral
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum	neutral
The company expects net sales to significantly increase from 2009	positive
It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange	neutral
At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions	neutral
The result before taxes was a loss of 25.0 million euros	neutral
Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks	neutral
This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations	positive
Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period	positive
We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction	neutral
The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009	positive
It 's very difficult to become a Google Analytics channel partner	neutral
His resignation will take effect immediately	neutral
A new production line is being completed for the contract production of hormone treatments	positive
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan	neutral
The desk will reach its full planned strength of ten persons in autumn 2007	neutral
According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself	positive
Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009	positive
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors	neutral
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006	negative
Currently more than 100 of Global Fortune 500 companies are using SSH security solutions	neutral
Delivery is due in the second half of 2011	neutral
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply	neutral
With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice	neutral
This is the company 's first contract abroad	neutral
The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki	neutral
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008	negative
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations	positive
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn	negative
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008	negative
Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries	neutral
The actions are expected to deliver annual cost savings of some EUR15-20m	positive
Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout	positive
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007	neutral
Increased trust of our clients in YIT can be seen as apartment sales accelerated	positive
However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009	positive
UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA	positive
Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group )	positive
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF	positive
Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier	positive
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn	neutral
Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter	neutral
Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004	positive
The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting	neutral
The purchase sum is about EUR 10mn US$ 12.97 mn	neutral
The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said	neutral
hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure	neutral
Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June	negative
`` Our aim is to understand different traffic patterns based on the use of each building	neutral
STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP	positive
Raisio is the site of the main production plants as well as company headquarters	neutral
Net sales dropped by 6 % year-on-year to EUR 11.9 million	negative
Finnish media group Talentum has issued a profit warning	negative
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011	neutral
IonPhasE 's second major owner is venture capital firm Aura Capital	neutral
The options might include a partial or total divestment of their shareholdings in Ovako	neutral
The annual value of the contracts is estimated at USD 2mn over the next three years	neutral
The adapter , awarded with the `` Certified Integration for SAP - ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems	positive
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005	positive
After the transaction , Tikkurila has no powder coatings related operations	neutral
( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007	positive
The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company	neutral
After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 %	neutral
NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn.	positive
Rihko said the sale will enable the company to concentrate on its grain-based business	neutral
Danske Bank is Denmark 's largest bank with 3.5 million customers	neutral
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn )	neutral
The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission	neutral
fi is developing cooperation in keyword advertising with Microsoft	positive
Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006	positive
Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007	negative
The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences	neutral
Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers	positive
Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries	negative
UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products	neutral
The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year	neutral
Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008	negative
Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago	positive
On 20 March 2006 , Stora Enso refused to comment the news in any way	neutral
The situation of coated magazine printing paper will continue to be weak	negative
The statutory negotiations at headquarters are part of this decrease	neutral
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy	negative
Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people	positive
OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market	positive
LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support	neutral
Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products	neutral
The corrected chapter is in its entirety below	neutral
The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years	negative
Absolut Bank is exploring the possibility of further borrowing	neutral
Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen	positive
The issuer is solely responsible for the content of this announcement	neutral
`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes	positive
Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008	negative
Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat	neutral
Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance	neutral
Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy	neutral
`` We are pleased to welcome Tapeks Noma into Cramo group	positive
The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore	neutral
It also recovers valuable raw material for Kemira 's water chemical production	neutral
ISMS does not disclose its financial results , the daily said	neutral
The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives	neutral
Cargotec 's share capital after the increase totals EUR 64,299,180	neutral
The company said that the results of the third quarter do not include non-recurring items	neutral
When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system	neutral
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes	neutral
It would be premature to talk about dates , volume and the investment procedure , '' he said	neutral
Earnings per share EPS amounted to EUR0 .01	neutral
Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space	neutral
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up	positive
Demand was brisk as expected and order levels have remained high	positive
The sellers were the founders of the company	neutral
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel	positive
The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil	positive
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005	neutral
An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007	neutral
The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010	neutral
